%,soltrace,tracer,solstice,heliosim,solarpilot
Qabs,0.4056278471620137,-0.1186404897821977,-0.037027100740828364,-0.1897735852432829,-0.240625072026778
Qrefl,0.4056191363190218,-0.11864047234475439,-0.037158008848703857,-0.24650797635905722,-0.24061632624150187
Qspil,-2.7202164359854875,-0.42937045937030016,0.008802930616133756,0.7527742472394086,-8.436465102680286
Qfieldabs,-0.17665140776021332,-0.2039433895811682,1.4140634175660447,-0.1546452284777564,-0.12772146723313307
Qblok,-6.506395579493139,-1.4290049861246368,-19.772831461954915,-10.80604162186758,115.0610331388928
Qshad&cos,0.31846053370657945,0.3636307168265026,0.33010940601542316,0.28407346959837987,0.2374728935192382
