%,soltrace,tracer,solstice,heliosim,solarpilot
Qabs,-0.0760467671352,-0.115137482254,-0.00409294758645,-0.105746854353,0.465903277976
Qrefl,0.0311184960225,-0.146188628977,-0.0041541848797,-0.167290334052,0.4720270073
Qspil,0.72023050919,0.955726566669,0.0833530920313,1.07427738007,-4.65151511797
Qfieldabs,0.117982372246,0.076827480776,0.0970390926233,0.0997708247478,0.117982372246
Qblok,-0.459297040591,-0.00146199578609,-0.0378374684859,-1.7300294188,11.365573701
Qshad&cos,-0.153976911132,0.0534466946198,-0.0234155745302,-0.0556004621576,-0.0811054674473
