%,soltrace,tracer,solstice,heliosim,solarpilot
Qabs,-0.0299981825606,0.0138479142794,-0.011738821498,-0.0135647576043,-0.145640802623
Qrefl,-0.139554370209,-0.016115043211,-0.0116475459928,-0.0738206703976,-0.139554370209
Qspil,0.346113307393,0.126924962917,0.0361770728249,0.286510185361,-0.249917912931
Qfieldabs,-0.204824094801,0.00589567881363,0.00213490719066,0.00440918193774,0.0226033799151
Qblok,-0.379229618985,-0.158622898257,0.0346204962676,-1.56266784869,11.455152678
Qshad&cos,0.0649496158428,0.0083821220197,0.0600873733931,0.0296983580822,0.00417158522098
