%,soltrace,tracer,solstice,heliosim,solarpilot
Qabs,-0.0732498384943,-0.118640489782,-0.0440097971752,-0.189773585243,-0.452933957115
Qrefl,-0.0776140063226,-0.118640472345,-0.0438352123153,-0.246507976359,-0.470390680826
Qspil,-0.310605598053,-0.42937045937,0.0354367486337,0.752774247239,-7.37349956122
Qfieldabs,-0.173086160837,-0.203943389581,-0.0132647470555,-0.154645228478,-0.111616386306
Qblok,-6.50691354673,-1.42900498612,-13.8066258314,-10.8060416219,114.956403757
Qshad&cos,0.317646638698,0.363630716827,0.333466722925,0.284073469598,0.23625713785
