Case name,Qall (kW),Qshade+cos (kW),Qblock (kW),Qfield_abs (kW),Qspil (kW),Qrefl (kW),Qabs (kW),Effective rays,Time,From source
C_1.1,52200.0,8227.346386412626,565.2489583248031,2198.6326806793613,4703.703100381236,3650.5068874206936,32864.40776487955,30.06834,-,tracer
C_1.2,52200.0,19730.039805409673,380.60706464958986,1623.498009729514,5046.980113453049,2542.955476007478,22886.59928406698,28.260026,-,tracer
C_2.1,52200.0,8238.07859171686,566.5941042969636,2198.096070414134,4961.573697544455,3623.5657536032286,32622.233036257825,30.061205,-,tracer
C_2.2,52200.0,19723.227612350445,383.6053720620492,1623.838619382476,5218.739671291541,2526.1467315652094,22735.320584086454,28.266126,-,tracer
